Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2021,3331269,Enrolled,Female,Yes,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
2021,3331239,Enrolled,Female,Yes,Yes,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,33389,Enrolled,Male,No,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Never,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Neutral,Very positive,Very positive,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree
2021,333883,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2021,333493,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Several times,Several times,Yes,Never,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Very negative,Somewhat negative,Very negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,333316,Enrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very negative,Somewhat negative,Very negative,Neutral,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3333190,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Never,Primarily as a learning tool,Very positive,Very positive,Very positive,Somewhat positive,Very positive,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
2021,3332218,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,Yes,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,333694,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Once or twice,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,333819,Enrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Neutral,Somewhat negative,Somewhat negative,Somewhat negative,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3331201,Enrolled,Female,No,Yes,All Paid,No,No,No,Yes,No,2,No,,Single child,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Neutral,Somewhat negative,Very negative,Neutral,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,3333001,Enrolled,Male,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3331062,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Once or twice,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,333311,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2021,333853,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Neutral,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3331407,Enrolled,Male,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2021,3332836,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Several times,Never,Yes,Never,Never,Never,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Neutral,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333121,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
2021,333835,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,333126,Enrolled,Male,Yes,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Never,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Very negative,Very positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3333129,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,33340,Enrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Neutral,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333734,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree
2021,3331112,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Never,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2021,3331567,Enrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Once or twice,Never,Yes,Several times,Never,Several times,Several times,Device for children's entertainment,Neutral,Neutral,Very negative,Very negative,Somewhat negative,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree
2021,333408,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,3332027,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Once or twice,Never,Yes,Never,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Somewhat negative,Somewhat positive,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3332087,Enrolled,Female,Yes,Yes,,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Once or twice,Never,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
2021,3332163,Enrolled,Female,Yes,Yes,,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree
2021,3332495,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Neutral,Very positive,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3333308,Enrolled,Male,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Very positive,Somewhat positive,Very negative,Somewhat positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3332082,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,Yes,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree
2021,3331794,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3331069,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,3331960,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Several times,Once or twice,Yes,Once or twice,Several times,Never,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2021,3332727,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Never,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2021,3332688,Enrolled,Female,No,Yes,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Very negative,Very positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3332260,Enrolled,Female,,,,,,,,,,,,,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Neutral,Very positive,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
2021,333279,Enrolled,Female,Yes,Yes,All FRL,No,No,Yes,No,No,2,Yes,At least one BIPOC,Multiple children,Never,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very negative,Very negative,Very negative,Very negative,Somewhat positive,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,33343,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat negative,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,333545,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Several times,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333551,Enrolled,Female,No,Yes,All Paid,Yes,No,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Once or twice,Never,Never,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Very negative,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2021,3332162,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2021,333368,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,No,Never,Never,Never,Never,Device for children's entertainment,Somewhat negative,Somewhat negative,Somewhat negative,Very negative,Very positive,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2021,3332157,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Neutral,Somewhat positive,Somewhat negative,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3331467,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Once or twice,Yes,Once or twice,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,33317,Enrolled,Male,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Once or twice,Several times,Yes,Several times,Once or twice,Several times,Once or twice,Primarily as a learning tool,Very negative,Very positive,Very positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3333415,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,3333550,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Neutral,Very negative,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree
2021,3332498,Enrolled,Female,Yes,No,,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,3331280,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Very positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,333307,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Neutral,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3333285,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Once or twice,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Very positive,Very positive,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3333410,Enrolled,Female,,,,,,,,,,,,,Never,Never,Once or twice,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Neutral,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2021,3331761,Enrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Neutral,Somewhat positive,Very negative,Very negative,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree
2021,3332306,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Once or twice,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Neutral,Very negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3331843,Enrolled,Female,Yes,Yes,All Paid,No,Yes,Yes,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Several times,Never,Several times,Once or twice,Device for children's entertainment,Neutral,Somewhat positive,Neutral,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2021,3331685,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Very positive,Somewhat negative,Very negative,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,171,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Once or twice,Several times,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat positive,Somewhat positive,Neutral,Somewhat positive,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,253,Enrolled,Male,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Never,Never,Never,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,422,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Once or twice,Once or twice,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
2022,471,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Once or twice,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,609,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Once or twice,Several times,Once or twice,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Neutral,Neutral,Very positive,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,775,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Once or twice,Once or twice,Device for children's entertainment,Somewhat negative,Very negative,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2022,833,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Never,No,Never,Never,Never,Never,Device for children's entertainment,Somewhat positive,Neutral,Very negative,Very negative,Somewhat positive,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2022,899,Enrolled,Female,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Neutral,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2022,1003,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Several times,Yes,Once or twice,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,1036,Enrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Once or twice,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2022,589,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
