Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2021,555294,Unenrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Never,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Very negative,Neutral,Very negative,Very negative,Very negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3331600,Enrolled,Male,Yes,Yes,,No,No,Yes,No,No,2,Yes,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Once or twice,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat positive,Very negative,Somewhat negative,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2021,777660,Unenrolled,Male,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Neutral,Somewhat positive,Somewhat negative,Very positive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,777490,Unenrolled,Female,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Once or twice,Never,Several times,Never,Yes,Never,Several times,Once or twice,Several times,Primarily as a learning tool,Neutral,Somewhat positive,Very negative,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,333366,Enrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Once or twice,Once or twice,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,777411,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Never,Primarily as a learning tool,Somewhat positive,Very negative,Very negative,Somewhat negative,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,777869,Unenrolled,Female,Yes,Yes,,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Once or twice,Yes,Once or twice,Never,Once or twice,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat negative,Neutral,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
2021,999572,Unenrolled,Female,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Very positive,Very positive,Somewhat negative,Very positive,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
2021,3333185,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Never,Several times,Never,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Very negative,Somewhat positive,Neutral,Somewhat negative,Very positive,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,9991053,Unenrolled,Female,Yes,Yes,,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Once or twice,Once or twice,Yes,Once or twice,Once or twice,Never,Several times,Device for children's entertainment,Neutral,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3332827,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat negative,Very negative,Very negative,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3331296,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat negative,Somewhat positive,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2021,3333172,Enrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2021,999600,Unenrolled,Male,No,Yes,All FRL,Yes,No,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Never,Never,Several times,Yes,Several times,Never,Never,Several times,Device for children's entertainment,Very positive,Very positive,Somewhat positive,Somewhat negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,999570,Unenrolled,Male,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,No,Never,Never,Never,Never,Primarily as a learning tool,Neutral,Neutral,Very positive,Neutral,Very positive,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3333298,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,3333615,Enrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Once or twice,Several times,Once or twice,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Very negative,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,333324,Enrolled,Male,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
2021,777515,Unenrolled,Female,No,Yes,,No,No,No,No,No,2,Yes,All White,Multiple children,Once or twice,Several times,Several times,Once or twice,Yes,Once or twice,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,777761,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Never,Several times,Never,Yes,Several times,Several times,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
2021,7771070,Unenrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Neutral,Somewhat positive,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
2021,3331610,Enrolled,Female,Yes,Yes,All FRL,No,Yes,No,Yes,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Once or twice,Never,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Very negative,Somewhat negative,Very positive,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,7771187,Unenrolled,Male,No,Yes,All Paid,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Once or twice,Never,Yes,Once or twice,Never,Once or twice,Never,Device for children's entertainment,Somewhat negative,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2021,7771938,Unenrolled,Male,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat negative,Very negative,Very negative,Somewhat negative,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree
2021,7771469,Unenrolled,Female,Yes,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Never,Never,Yes,Several times,Never,Never,Never,Device for children's entertainment,Very negative,Very negative,Very negative,Very negative,Very negative,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
2021,77743,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Very positive,Neutral,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3331067,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Never,Yes,Never,Never,Once or twice,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2021,3332107,Enrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Once or twice,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree
2021,7771462,Unenrolled,Male,Yes,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Never,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2021,777409,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Somewhat negative,Somewhat negative,Somewhat positive,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,3332618,Enrolled,Male,Yes,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Never,Several times,Yes,Several times,Several times,Once or twice,Once or twice,Device for children's entertainment,Very negative,Somewhat positive,Somewhat positive,Very negative,Somewhat negative,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree
2021,777677,Unenrolled,Male,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Very positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2021,3331310,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat negative,Somewhat negative,Somewhat negative,Neutral,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2021,777501,Unenrolled,Male,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Never,Never,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat positive,Very positive,Very positive,Somewhat negative,Somewhat positive,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
2021,7771380,Unenrolled,Male,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Once or twice,Several times,Several times,Yes,Several times,Several times,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
2021,777840,Unenrolled,Female,Yes,No,All FRL,No,No,No,Yes,No,2,No,,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Neutral,Very negative,Very negative,Very negative,Very negative,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,555690,Unenrolled,Female,Yes,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Never,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2021,5551289,Unenrolled,Female,Yes,No,All FRL,No,No,No,Yes,No,2,No,,Single child,Once or twice,Several times,Several times,Several times,Yes,Once or twice,Several times,Never,Several times,Device for children's entertainment,Neutral,Neutral,Neutral,Somewhat negative,Somewhat negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
2021,555486,Unenrolled,Female,Yes,Yes,All FRL,No,No,No,Yes,No,2,Yes,,Multiple children,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2021,555832,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Once or twice,Several times,Once or twice,Yes,Never,Never,Once or twice,Once or twice,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Very negative,Somewhat positive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
2021,777893,Unenrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat negative,Very negative,Very positive,Somewhat positive,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
